Date,Open,High,Low,Close,Adj Close,Volume
2022-06-01,0.00018600000475998968,0.00018899999849963933,0.00016999999934341758,0.00018400000408291817,0.00018400000408291817,41607
2022-06-02,0.00018400000408291817,0.0005000000237487257,0.0001720000000204891,0.0004799999878741801,0.0004799999878741801,57158
2022-06-03,0.0004799999878741801,0.000750000006519258,0.0003499999875202775,0.0005890000029467046,0.0005890000029467046,137551
2022-06-04,0.0005890000029467046,0.0006150000263005495,0.00045200000749900937,0.0005569999921135604,0.0005569999921135604,155008
2022-06-05,0.0005569999921135604,0.0005600000149570405,0.000455000001238659,0.0004990000161342323,0.0004990000161342323,115634
2022-06-06,0.0004990000161342323,0.0004990000161342323,0.0002500000118743628,0.00039999998989515007,0.00039999998989515007,100250
2022-06-07,0.00039999998989515007,0.00044999999227002263,0.0003800000122282654,0.0004400000034365803,0.0004400000034365803,90467
2022-06-08,0.0004400000034365803,0.0005440000095404685,0.0003800000122282654,0.0004990000161342323,0.0004990000161342323,106472
2022-06-09,0.0004990000161342323,0.0005600000149570405,0.00041000000783242285,0.0005579999997280538,0.0005579999997280538,132960
2022-06-10,0.0005579999997280538,0.0005600000149570405,0.0004799999878741801,0.0005189999938011169,0.0005189999938011169,132038
2022-06-11,0.0005189999938011169,0.0005189999938011169,0.0004349999944679439,0.0004830000107176602,0.0004830000107176602,105528
2022-06-12,0.0004830000107176602,0.00048499999684281647,0.00041000000783242285,0.0004330000083427876,0.0004330000083427876,92017
2022-06-13,0.0004330000083427876,0.0004820000031031668,0.0003600000054575503,0.0003870000073220581,0.0003870000073220581,97205
2022-06-14,0.0003870000073220581,0.00041099998634308577,0.0003000000142492354,0.0003129999968223274,0.0003129999968223274,90250
2022-06-15,0.0003129999968223274,0.0004299999854993075,0.0003129999968223274,0.00038899999344721437,0.00038899999344721437,84682
2022-06-16,0.00038899999344721437,0.00042299999040551484,0.00035600000410340726,0.000371000001905486,0.000371000001905486,83774
2022-06-17,0.000371000001905486,0.0004199999966658652,0.0003000000142492354,0.00035600000410340726,0.00035600000410340726,85883
2022-06-18,0.00035600000410340726,0.0003819999983534217,0.0002699999895412475,0.00032900000223889947,0.00032900000223889947,69085
2022-06-19,0.00032900000223889947,0.00037900000461377203,0.0002840000088326633,0.0003169999981764704,0.0003169999981764704,69793
2022-06-20,0.0003169999981764704,0.00037299998803064227,0.0002730000123847276,0.000371000001905486,0.000371000001905486,74616
2022-06-21,0.000371000001905486,0.0005990000208839774,0.000371000001905486,0.0004400000034365803,0.0004400000034365803,103277
2022-06-22,0.0004400000034365803,0.0004400000034365803,0.00033000000985339284,0.00035799999022856355,0.00035799999022856355,87761
2022-06-23,0.00035799999022856355,0.00039000000106170774,0.00032500000088475645,0.00037200000951997936,0.00037200000951997936,73484
2022-06-24,0.00037200000951997936,0.00038400001358240843,0.00033000000985339284,0.00038400001358240843,0.00038400001358240843,79448
2022-06-25,0.00038400001358240843,0.00039999998989515007,0.00032500000088475645,0.00035200000274926424,0.00035200000274926424,76193
2022-06-26,0.00035200000274926424,0.0003699999942909926,0.0003260000084992498,0.00036700000055134296,0.00036700000055134296,79660
2022-06-27,0.00036700000055134296,0.00039999998989515007,0.00033099998836405575,0.0003539999888744205,0.0003539999888744205,82135
2022-06-28,0.0003539999888744205,0.00037399999564513564,0.0003490000090096146,0.00035600000410340726,0.00035600000410340726,74917
2022-06-29,0.00035600000410340726,0.0004140000091865659,0.00035200000274926424,0.0004140000091865659,0.0004140000091865659,86205
2022-06-30,0.0004140000091865659,0.0004140000091865659,0.000311999989207834,0.0003220000071451068,0.0003220000071451068,75836
2022-07-01,0.0003220000071451068,0.00036100001307204366,0.0002859999949578196,0.0003330000035930425,0.0003330000035930425,75354
2022-07-02,0.0003330000035930425,0.00034100000630132854,0.0002800000074785203,0.00030700000934302807,0.00030700000934302807,67708
2022-07-03,0.00030700000934302807,0.0003349999897181988,0.0002589999930933118,0.0003000000142492354,0.0003000000142492354,68436
2022-07-04,0.0003000000142492354,0.0003220000071451068,0.0002500000118743628,0.00028199999360367656,0.00028199999360367656,66932
2022-07-05,0.00028199999360367656,0.00033000000985339284,0.00021100000594742596,0.0002690000110305846,0.0002690000110305846,64569
2022-07-06,0.0002690000110305846,0.00028300000121816993,0.0002570000069681555,0.0002800000074785203,0.0002800000074785203,59755
2022-07-07,0.0002800000074785203,0.0002800000074785203,0.00023499999952036887,0.0002739999908953905,0.0002739999908953905,58106
2022-07-08,0.0002739999908953905,0.0002800000074785203,0.00023799999326001853,0.0002479999966453761,0.0002479999966453761,55533
2022-07-09,0.0002479999966453761,0.0002699999895412475,0.00022200000239536166,0.00023600000713486224,0.00023600000713486224,51951
2022-07-10,0.00023600000713486224,0.0002589999930933118,0.00020700000459328294,0.00023999999393709004,0.00023999999393709004,50929
2022-07-11,0.00023999999393709004,0.00023999999393709004,0.00019999999494757503,0.00023999999393709004,0.00023999999393709004,52467
2022-07-12,0.00023999999393709004,0.0002840000088326633,0.00022000000171829015,0.00024500000290572643,0.00024500000290572643,50757
2022-07-13,0.00024500000290572643,0.0002589999930933118,0.00022200000239536166,0.00023099999816622585,0.00023099999816622585,53830
2022-07-14,0.00023099999816622585,0.0002589999930933118,0.00021899999410379678,0.00024399999529123306,0.00024399999529123306,49153
2022-07-15,0.00024399999529123306,0.0002589999930933118,0.00019500000053085387,0.0002500000118743628,0.0002500000118743628,55851
2022-07-16,0.0002500000118743628,0.00026000000070780516,0.00022000000171829015,0.00023299999884329736,0.00023299999884329736,55698
2022-07-17,0.00023299999884329736,0.00024300000222865492,0.00022000000171829015,0.00024300000222865492,0.00024300000222865492,50405
2022-07-18,0.00024300000222865492,0.00024300000222865492,0.00022600000374950469,0.00024300000222865492,0.00024300000222865492,48691
2022-07-19,0.00024300000222865492,0.00024300000222865492,0.00021800000104121864,0.00021800000104121864,0.00021800000104121864,50303
2022-07-20,0.00021800000104121864,0.00023700000019744039,0.00020199999562464654,0.00020799999765586108,0.00020799999765586108,47467
2022-07-21,0.00020799999765586108,0.00026699999580159783,0.00020500000391621143,0.0002099999983329326,0.0002099999983329326,49388
2022-07-22,0.0002099999983329326,0.00023999999393709004,0.00020500000391621143,0.00023499999952036887,0.00023499999952036887,45933
2022-07-23,0.00023499999952036887,0.00023999999393709004,0.00021300000662449747,0.0002209999947808683,0.0002209999947808683,49073
2022-07-24,0.0002209999947808683,0.00023999999393709004,0.0002119999990100041,0.0002390000008745119,0.0002390000008745119,52519
2022-07-25,0.0002390000008745119,0.00024500000290572643,0.00021300000662449747,0.00023299999884329736,0.00023299999884329736,47364
2022-07-26,0.00023299999884329736,0.0003769999893847853,0.00022499999613501132,0.00026699999580159783,0.00026699999580159783,61909
2022-07-27,0.00026699999580159783,0.0003499999875202775,0.00023400000645779073,0.0002880000101868063,0.0002880000101868063,72349
2022-07-28,0.0002880000101868063,0.00039599998854100704,0.0002530000056140125,0.00039599998854100704,0.00039599998854100704,91429
2022-07-29,0.00039599998854100704,0.000539999979082495,0.0003420000139158219,0.0005290000117383897,0.0005290000117383897,135548
2022-07-30,0.0005290000117383897,0.0007099999929778278,0.0004250000056345016,0.0006799999973736703,0.0006799999973736703,187181
2022-07-31,0.0006799999973736703,0.0008999999845400453,0.0006000000284984708,0.0008699999889358878,0.0008699999889358878,212276
2022-08-01,0.0008699999889358878,0.001500000013038516,0.000455000001238659,0.0007699999841861427,0.0007699999841861427,294093
2022-08-02,0.0007699999841861427,0.0008500000112690032,0.000699999975040555,0.0007970000151544809,0.0007970000151544809,192724
2022-08-03,0.0007970000151544809,0.0008200000156648457,0.0005629999795928597,0.0007040000054985285,0.0007040000054985285,174855
2022-08-04,0.0007040000054985285,0.0007040000054985285,0.0006099999882280827,0.0006140000186860561,0.0006140000186860561,145607
2022-08-05,0.0006140000186860561,0.000699999975040555,0.0006000000284984708,0.0006820000126026571,0.0006820000126026571,147208
2022-08-06,0.0006820000126026571,0.0006820000126026571,0.0006000000284984708,0.0006099999882280827,0.0006099999882280827,143118
2022-08-07,0.0006099999882280827,0.0006430000066757202,0.0005099999834783375,0.0006000000284984708,0.0006000000284984708,151395
2022-08-08,0.0006000000284984708,0.0006730000022798777,0.0005990000208839774,0.0006730000022798777,0.0006730000022798777,149868
2022-08-09,0.0006730000022798777,0.000750000006519258,0.0006309999735094607,0.0006799999973736703,0.0006799999973736703,154758
2022-08-10,0.0006799999973736703,0.0008099999977275729,0.0006300000241026282,0.0006910000229254365,0.0006910000229254365,174499
2022-08-11,0.0006910000229254365,0.0007800000021234155,0.0006500000017695129,0.0007600000244565308,0.0007600000244565308,159737
2022-08-12,0.0007600000244565308,0.0009500000160187483,0.0007309999782592058,0.0008999999845400453,0.0008999999845400453,201643
2022-08-13,0.0008999999845400453,0.0012009999481961131,0.0008999999845400453,0.0011390000581741333,0.0011390000581741333,295664
2022-08-14,0.0011390000581741333,0.0014900000533089042,0.0010849999962374568,0.001306000049225986,0.001306000049225986,364175
2022-08-15,0.001306000049225986,0.0014600000577047467,0.0012100000167265534,0.0013800000306218863,0.0013800000306218863,396225
2022-08-16,0.0013800000306218863,0.0024500000290572643,0.0013800000306218863,0.0024300001095980406,0.0024300001095980406,600399
2022-08-17,0.0024300001095980406,0.0034229999873787165,0.002099999925121665,0.0034229999873787165,0.0034229999873787165,714245
2022-08-18,0.0034229999873787165,0.0037499999161809683,0.002850000048056245,0.0032029999420046806,0.0032029999420046806,1057735
2022-08-19,0.0032029999420046806,0.003519000019878149,0.0019049999536946416,0.0019290000200271606,0.0019290000200271606,882936
2022-08-20,0.0019290000200271606,0.0027050001081079245,0.0016420000465586782,0.001984999980777502,0.001984999980777502,580005
2022-08-21,0.001984999980777502,0.002578000072389841,0.001930000027641654,0.0024109999649226665,0.0024109999649226665,532931
2022-08-22,0.0024109999649226665,0.0029100000392645597,0.0022619999945163727,0.0024079999420791864,0.0024079999420791864,606564
2022-08-23,0.0024079999420791864,0.003318999893963337,0.0024079999420791864,0.002896999940276146,0.002896999940276146,775355
2022-08-24,0.002896999940276146,0.003599999938160181,0.0027260000351816416,0.003498000092804432,0.003498000092804432,844158
2022-08-25,0.003498000092804432,0.003498000092804432,0.002959999954327941,0.0030640000477433205,0.0030640000477433205,820421
2022-08-26,0.0030640000477433205,0.003065000055357814,0.0023960000835359097,0.00254100002348423,0.00254100002348423,749391
2022-08-27,0.0025420000310987234,0.0028470000252127647,0.002294000005349517,0.002658999990671873,0.002658999990671873,634739
2022-08-28,0.002658999990671873,0.0028989999555051327,0.0023189999628812075,0.0023189999628812075,0.0023189999628812075,608780
