Date,Open,High,Low,Close,Adj Close,Volume
2021-10-07,4.4702582359313965,4.887379169464111,1.5866750478744507,4.792287826538086,4.792287826538086,106551882
2021-10-08,4.791536808013916,4.801708221435547,3.7625749111175537,3.7627179622650146,3.7627179622650146,72439645
2021-10-09,3.7629311084747314,3.9349260330200195,3.290653944015503,3.8951220512390137,3.8951220512390137,77029611
2021-10-10,3.8953158855438232,3.906928062438965,3.516432046890259,3.517061948776245,3.517061948776245,30377376
2021-10-11,3.517335891723633,4.453083038330078,3.471405029296875,4.286984920501709,4.286984920501709,49971490
2021-10-12,4.28767204284668,4.305823802947998,3.981456995010376,4.036089897155762,4.036089897155762,9638569
2021-10-13,4.036219120025635,4.2389750480651855,3.97515606880188,4.1956400871276855,4.1956400871276855,13925444
2021-10-14,4.195710182189941,4.394043922424316,3.782654047012329,3.782654047012329,3.782654047012329,27435205
2021-10-15,3.7826030254364014,3.787524938583374,2.794867992401123,2.871403932571411,2.871403932571411,39434824
2021-10-16,2.871579885482788,3.2963318824768066,2.772895097732544,2.8865299224853516,2.8865299224853516,24292249
2021-10-17,2.886462926864624,3.70688796043396,2.847601890563965,3.5227160453796387,3.5227160453796387,23703456
2021-10-18,3.5228118896484375,3.728717088699341,3.023658037185669,3.081573963165283,3.081573963165283,18572663
2021-10-19,3.081489086151123,3.1658499240875244,3.000916004180908,3.019973039627075,3.019973039627075,14688265
2021-10-20,3.0196011066436768,3.506334066390991,2.8449840545654297,3.255531072616577,3.255531072616577,21250090
2021-10-21,3.25565505027771,3.4220099449157715,2.9301459789276123,2.9546849727630615,2.9546849727630615,12700263
2021-10-22,2.932413101196289,3.118824005126953,2.521298885345459,2.579967975616455,2.579967975616455,21115192
2021-10-23,2.5800399780273438,2.798743963241577,2.4285659790039062,2.787386894226074,2.787386894226074,13887375
2021-10-24,2.7869699001312256,2.912224054336548,2.515850067138672,2.746476888656616,2.746476888656616,9717326
2021-10-25,2.7462379932403564,2.9701919555664062,2.7263760566711426,2.8277230262756348,2.8277230262756348,5981696
