Date,Open,High,Low,Close,Adj Close,Volume
2019-04-03,0.0007820000173524022,0.0009560000034980476,0.0006339999963529408,0.000838999985717237,0.000838999985717237,492612
2019-04-04,0.0008399999933317304,0.0013180000241845846,0.0008110000053420663,0.0009330000029876828,0.0009330000029876828,498303
2019-04-05,0.0009330000029876828,0.0010229999898001552,0.00047400000039488077,0.0005230000242590904,0.0005230000242590904,1067184
2019-04-06,0.000506000011228025,0.0010110000148415565,0.000506000011228025,0.0007769999792799354,0.0007769999792799354,119462
2019-04-07,0.000775999971665442,0.0009050000226125121,0.0007570000016130507,0.0008490000036545098,0.0008490000036545098,34739
2019-04-08,0.0008500000112690032,0.0008699999889358878,0.0007319999858736992,0.0007800000021234155,0.0007800000021234155,32083
2019-04-09,0.0007800000021234155,0.0008149999775923789,0.0007239999831654131,0.0007280000136233866,0.0007280000136233866,20554
2019-04-10,0.0007280000136233866,0.0007869999972172081,0.0005629999795928597,0.0006389999762177467,0.0006389999762177467,31680
2019-04-11,0.0006389999762177467,0.0007110000005923212,0.0006270000012591481,0.0006300000241026282,0.0006300000241026282,17439
2019-04-12,0.0006300000241026282,0.0007510000141337514,0.0006179999909363687,0.0007249999907799065,0.0007249999907799065,6802
2019-04-13,0.0007249999907799065,0.0007249999907799065,0.0006629999843426049,0.0006649999995715916,0.0006649999995715916,9472
2019-04-14,0.0006649999995715916,0.0006750000175088644,0.0006440000142902136,0.0006580000044777989,0.0006580000044777989,8575
2019-04-15,0.0006580000044777989,0.0006680000224150717,0.0005629999795928597,0.0006099999882280827,0.0006099999882280827,16934
2019-04-16,0.0006099999882280827,0.0006600000197067857,0.0006040000007487833,0.0006590000120922923,0.0006590000120922923,4134
2019-04-17,0.0006590000120922923,0.0006719999946653843,0.0005670000100508332,0.0006089999806135893,0.0006089999806135893,12663
2019-04-18,0.0006099999882280827,0.0008520000264979899,0.0006060000159777701,0.0007559999939985573,0.0007559999939985573,55788
2019-04-19,0.0007529999711550772,0.0008900000248104334,0.0007089999853633344,0.0008410000009462237,0.0008410000009462237,47098
2019-04-20,0.0008430000161752105,0.0011070000473409891,0.0008169999928213656,0.0010089999996125698,0.0010089999996125698,47773
2019-04-21,0.0010110000148415565,0.0011859999503940344,0.0009800000116229057,0.0010900000343099236,0.0010900000343099236,59001
2019-04-22,0.0010890000266954303,0.001091000041924417,0.001044000033289194,0.0010639999527484179,0.0010639999527484179,16841
2019-04-23,0.0010639999527484179,0.0011360000353306532,0.0010019999463111162,0.0010930000571534038,0.0010930000571534038,66030
2019-04-24,0.0010930000571534038,0.0011070000473409891,0.001032999949529767,0.0010470000561326742,0.0010470000561326742,30664
2019-04-25,0.0010470000561326742,0.001075000036507845,0.0006619999767281115,0.0007099999929778278,0.0007099999929778278,56392
2019-04-26,0.0007120000082068145,0.0007789999945089221,0.0005259999888949096,0.0005380000220611691,0.0005380000220611691,52470
2019-04-27,0.0005600000149570405,0.0006840000278316438,0.0005510000046342611,0.0006280000088736415,0.0006280000088736415,23091
2019-04-28,0.0006280000088736415,0.0008430000161752105,0.0006200000061653554,0.0008430000161752105,0.0008430000161752105,37582
2019-04-29,0.0008430000161752105,0.0008479999960400164,0.0006980000180192292,0.0007070000283420086,0.0007070000283420086,31180
2019-04-30,0.0007070000283420086,0.0007220000261440873,0.0006629999843426049,0.0006680000224150717,0.0006680000224150717,5035
2019-05-01,0.0006680000224150717,0.0006820000126026571,0.0005709999823011458,0.0005970000056549907,0.0005970000056549907,16885
2019-05-02,0.0005970000056549907,0.0006270000012591481,0.0005360000068321824,0.0005660000024363399,0.0005660000024363399,30747
2019-05-03,0.0005660000024363399,0.0005890000029467046,0.0005029999883845448,0.0005200000014156103,0.0005200000014156103,32215
2019-05-04,0.0005200000014156103,0.0006150000263005495,0.0005099999834783375,0.0005729999975301325,0.0005729999975301325,28572
2019-05-05,0.0005729999975301325,0.0007190000033006072,0.0005319999763742089,0.000661000027321279,0.000661000027321279,68291
2019-05-06,0.0006590000120922923,0.0006699999794363976,0.0005520000122487545,0.0005670000100508332,0.0005670000100508332,75361
2019-05-07,0.0005660000024363399,0.0006130000110715628,0.0004199999966658652,0.0005039999959990382,0.0005039999959990382,129368
2019-05-08,0.0005039999959990382,0.0005039999959990382,0.000371000001905486,0.00039500001003034413,0.00039500001003034413,62813
2019-05-09,0.0003969999961555004,0.0004290000069886446,0.0003420000139158219,0.00036899998667649925,0.00036899998667649925,58001
2019-05-10,0.00036899998667649925,0.0004360000020824373,0.00033400001120753586,0.00035799999022856355,0.00035799999022856355,29490
2019-05-11,0.0003589999978430569,0.0003910000086762011,0.00032900000223889947,0.00036199999158270657,0.00036199999158270657,20422
2019-05-12,0.00036199999158270657,0.00036299999919719994,0.0002690000110305846,0.00028199999360367656,0.00028199999360367656,20976
2019-05-13,0.00028199999360367656,0.0003349999897181988,0.00022200000239536166,0.00023499999952036887,0.00023499999952036887,36380
2019-05-14,0.00023400000645779073,0.0003169999981764704,0.00022200000239536166,0.0002570000069681555,0.0002570000069681555,23313
2019-05-15,0.0002570000069681555,0.00036800000816583633,0.0002469999890308827,0.00031900001340545714,0.00031900001340545714,34601
2019-05-16,0.00031900001340545714,0.0003330000035930425,0.00022600000374950469,0.0002469999890308827,0.0002469999890308827,39494
2019-05-17,0.0002469999890308827,0.0002589999930933118,0.00021699999342672527,0.0002519999979995191,0.0002519999979995191,41405
2019-05-18,0.0002519999979995191,0.0002530000056140125,0.00022499999613501132,0.00023400000645779073,0.00023400000645779073,172508
2019-05-19,0.00023400000645779073,0.0002770000137388706,0.00023299999884329736,0.00026699999580159783,0.00026699999580159783,17117
2019-05-20,0.00026699999580159783,0.0005590000073425472,0.00025400001322850585,0.0003480000013951212,0.0003480000013951212,203076
2019-05-21,0.0003480000013951212,0.000387999985832721,0.000299000006634742,0.0003539999888744205,0.0003539999888744205,77782
