Date,Open,High,Low,Close,Adj Close,Volume
2020-01-14,1526.1871337890625,1631.515625,1505.0306396484375,1568.9803466796875,1568.9803466796875,746765
2020-01-15,1572.1749267578125,1609.434814453125,1507.01025390625,1521.4761962890625,1521.4761962890625,406334
2020-01-16,1521.9530029296875,1534.492431640625,1510.1934814453125,1515.41064453125,1515.41064453125,271687
2020-01-17,1520.50341796875,1608.8388671875,1512.9520263671875,1589.6785888671875,1589.6785888671875,477537
2020-01-18,1588.5328369140625,1599.582763671875,1577.6365966796875,1592.0428466796875,1592.0428466796875,225435
2020-01-19,1590.1802978515625,1624.9276123046875,1577.790771484375,1583.7080078125,1583.7080078125,481108
2020-01-20,1583.7080078125,1598.7357177734375,1578.67529296875,1592.1063232421875,1592.1063232421875,232981
2020-01-21,1591.49755859375,1593.8319091796875,1580.6202392578125,1583.8443603515625,1583.8443603515625,157256
2020-01-22,1584.227294921875,1588.877685546875,1575.438232421875,1578.7564697265625,1578.7564697265625,158208
2020-01-23,1578.4761962890625,1592.2012939453125,1570.969970703125,1583.282470703125,1583.282470703125,240997
2020-01-24,1583.282470703125,1591.991943359375,1576.0185546875,1589.5230712890625,1589.5230712890625,203383
2020-01-25,1590.481689453125,1592.353515625,1579.2845458984375,1587.3934326171875,1587.3934326171875,94823
2020-01-26,1587.2781982421875,1601.7744140625,1581.0557861328125,1591.1571044921875,1591.1571044921875,226373
2020-01-27,1587.6376953125,1600.0389404296875,1578.8411865234375,1591.45458984375,1591.45458984375,559807
2020-01-28,1588.9530029296875,1605.7401123046875,1576.9986572265625,1588.9049072265625,1588.9049072265625,698871
2020-01-29,1589.540283203125,1597.2325439453125,1577.588623046875,1591.6414794921875,1591.6414794921875,448887
2020-01-30,1592.9986572265625,1606.5010986328125,1584.4481201171875,1592.7889404296875,1592.7889404296875,417674
2020-01-31,1594.76806640625,1598.351318359375,1584.060791015625,1596.103515625,1596.103515625,301043
2020-02-01,1593.99462890625,1609.368896484375,1586.1453857421875,1594.5830078125,1594.5830078125,151504
2020-02-02,1595.4107666015625,1620.620849609375,1584.516357421875,1605.8009033203125,1605.8009033203125,362793
2020-02-03,1605.8009033203125,1618.458251953125,1595.6702880859375,1603.1064453125,1603.1064453125,368899
2020-02-04,1602.322265625,1610.82568359375,1589.598388671875,1595.6234130859375,1595.6234130859375,409825
2020-02-05,1595.072998046875,1619.731201171875,1592.6287841796875,1611.8865966796875,1611.8865966796875,177515
2020-02-06,1611.8865966796875,1615.2125244140625,1564.73828125,1572.9483642578125,1572.9483642578125,62707
2020-02-07,1573.0223388671875,1576.0125732421875,1562.881103515625,1575.113525390625,1575.113525390625,71429
2020-02-08,1575.0704345703125,1576.0391845703125,1569.503662109375,1570.3338623046875,1570.3338623046875,21913
2020-02-09,1570.3333740234375,1602.8060302734375,1564.470458984375,1601.4228515625,1601.4228515625,43564
2020-02-10,1601.623779296875,1603.753173828125,1553.3341064453125,1584.0703125,1584.0703125,7811
2020-02-11,1584.2373046875,1588.5198974609375,1571.8291015625,1583.1507568359375,1583.1507568359375,264019
2020-02-12,1583.255615234375,1595.9287109375,1576.773193359375,1591.22314453125,1591.22314453125,618276
2020-02-13,1591.22314453125,1610.08447265625,1576.924072265625,1587.8668212890625,1587.8668212890625,1548451
2020-02-14,1589.100341796875,1596.8836669921875,1582.8603515625,1593.3890380859375,1593.3890380859375,981179
2020-02-15,1593.3890380859375,1616.4376220703125,1584.440673828125,1590.3563232421875,1590.3563232421875,1038582
2020-02-16,1588.431640625,1612.6124267578125,1581.9615478515625,1588.894775390625,1588.894775390625,785958
2020-02-17,1589.490234375,1603.4547119140625,1577.2379150390625,1590.6390380859375,1590.6390380859375,1082406
2020-02-18,1590.373291015625,1621.5364990234375,1530.8621826171875,1540.74462890625,1540.74462890625,947468
2020-02-19,1538.7508544921875,1584.4876708984375,1529.85302734375,1539.9578857421875,1539.9578857421875,820626
2020-02-20,1539.959716796875,1559.498779296875,1534.683837890625,1552.8958740234375,1552.8958740234375,734309
2020-02-21,1553.7127685546875,1625.2288818359375,1536.4036865234375,1584.84423828125,1584.84423828125,523054
2020-02-22,1582.531005859375,1599.3839111328125,1575.2569580078125,1586.3673095703125,1586.3673095703125,580048
2020-02-23,1586.3673095703125,1646.4564208984375,1528.835205078125,1638.93115234375,1638.93115234375,680108
2020-02-24,1638.009033203125,1693.0482177734375,1636.9423828125,1666.6015625,1666.6015625,1205869
2020-02-25,1666.875,1695.53076171875,1651.0010986328125,1655.5692138671875,1655.5692138671875,1784904
2020-02-26,1656.2275390625,1687.1964111328125,1652.1068115234375,1663.5733642578125,1663.5733642578125,2215491
2020-02-27,1664.0966796875,1719.30224609375,1652.9088134765625,1679.1419677734375,1679.1419677734375,1685037
2020-02-28,1679.9908447265625,1769.72607421875,1595.1385498046875,1619.408447265625,1619.408447265625,874125
2020-02-29,1619.1478271484375,1630.19921875,1607.451416015625,1621.6328125,1621.6328125,1161995
2020-03-01,1621.35205078125,1634.0498046875,1598.8388671875,1610.02294921875,1610.02294921875,1738681
2020-03-02,1601.8590087890625,1670.8536376953125,1584.04443359375,1615.334228515625,1615.334228515625,2560525
2020-03-03,1600.1947021484375,1654.07080078125,1584.6246337890625,1643.9957275390625,1643.9957275390625,4079636
2020-03-04,1644.189453125,1652.1627197265625,1622.6627197265625,1641.4256591796875,1641.4256591796875,2683310
2020-03-05,1632.5009765625,1670.847900390625,1622.86474609375,1644.9027099609375,1644.9027099609375,3969291
2020-03-06,1644.9027099609375,1688.0040283203125,1642.0848388671875,1656.5689697265625,1656.5689697265625,3825762
2020-03-07,1656.48876953125,1674.3341064453125,1655.34423828125,1665.3897705078125,1665.3897705078125,2920539
2020-03-08,1665.3897705078125,1679.6318359375,1640.39599609375,1678.5872802734375,1678.5872802734375,2485103
2020-03-09,1671.4620361328125,1689.69580078125,1605.62353515625,1630.663818359375,1630.663818359375,1929378
2020-03-10,1638.1756591796875,1679.9254150390625,1595.26708984375,1635.7491455078125,1635.7491455078125,1246473
2020-03-11,1637.4896240234375,1669.811767578125,1616.194091796875,1645.1376953125,1645.1376953125,1584273
2020-03-12,1639.263671875,1717.9700927734375,1551.0614013671875,1606.3365478515625,1606.3365478515625,4155041
2020-03-13,1613.3990478515625,1626.7701416015625,1439.4453125,1587.81103515625,1587.81103515625,4020234
2020-03-14,1588.0177001953125,1609.4583740234375,1543.0302734375,1558.6951904296875,1558.6951904296875,1607617
2020-03-15,1558.6951904296875,1591.532958984375,1538.23583984375,1578.4432373046875,1578.4432373046875,1902049
2020-03-16,1577.5523681640625,1577.5523681640625,1480.6380615234375,1547.8795166015625,1547.8795166015625,1325750
2020-03-17,1547.8795166015625,1570.583740234375,1503.211669921875,1543.072265625,1543.072265625,1203396
2020-03-18,1539.9327392578125,1567.686767578125,1508.9705810546875,1513.4893798828125,1513.4893798828125,1150831
2020-03-19,1513.4893798828125,1616.6937255859375,1505.40673828125,1549.28564453125,1549.28564453125,879231
2020-03-20,1548.479736328125,1555.8763427734375,1490.639892578125,1524.3834228515625,1524.3834228515625,2550666
2020-03-21,1524.3834228515625,1586.288818359375,1515.3565673828125,1574.307861328125,1574.307861328125,1186281
2020-03-22,1578.6248779296875,1601.978271484375,1527.620849609375,1532.9365234375,1532.9365234375,1642755
2020-03-23,1532.9365234375,1615.5208740234375,1503.7518310546875,1598.8077392578125,1598.8077392578125,1869373
2020-03-24,1599.7957763671875,1682.285400390625,1570.6783447265625,1654.79736328125,1654.79736328125,4876876
2020-03-25,1656.142822265625,1682.8140869140625,1614.77490234375,1627.01953125,1627.01953125,2783070
2020-03-26,1627.01953125,1735.1304931640625,1612.5504150390625,1697.147216796875,1697.147216796875,1232819
2020-03-27,1698.2022705078125,1755.431640625,1628.84912109375,1644.7734375,1644.7734375,996633
2020-03-28,1644.6610107421875,1652.97119140625,1634.62744140625,1650.3267822265625,1650.3267822265625,2706803
2020-03-29,1650.3468017578125,1663.3612060546875,1636.4715576171875,1660.1658935546875,1660.1658935546875,3043558
2020-03-30,1651.4605712890625,1700.6470947265625,1636.6728515625,1654.2078857421875,1654.2078857421875,1653992
2020-03-31,1654.0478515625,1675.7032470703125,1613.9415283203125,1644.364990234375,1644.364990234375,1688565
2020-04-01,1644.364990234375,1664.210205078125,1606.9775390625,1629.5611572265625,1629.5611572265625,1760715
2020-04-02,1630.120849609375,1739.3399658203125,1626.59765625,1738.367431640625,1738.367431640625,1470637
2020-04-03,1738.7987060546875,1761.2808837890625,1699.183349609375,1733.380859375,1733.380859375,2395724
2020-04-04,1732.8494873046875,1774.8140869140625,1711.3189697265625,1766.8377685546875,1766.8377685546875,2765895
2020-04-05,1766.8660888671875,1782.7374267578125,1727.6768798828125,1733.60546875,1733.60546875,2232674
2020-04-06,1734.1417236328125,1776.951904296875,1725.0955810546875,1769.737548828125,1769.737548828125,2914553
2020-04-07,1768.6385498046875,1768.726318359375,1637.060546875,1637.3746337890625,1637.3746337890625,1493279
2020-04-08,1641.76171875,1688.0941162109375,1627.143310546875,1661.3740234375,1661.3740234375,919874
2020-04-09,1659.235107421875,1702.4791259765625,1638.8734130859375,1664.0692138671875,1664.0692138671875,637083
2020-04-10,1663.3985595703125,1703.926513671875,1645.6534423828125,1686.55029296875,1686.55029296875,1011026
2020-04-11,1686.55029296875,1707.8426513671875,1659.7525634765625,1686.7381591796875,1686.7381591796875,633297
2020-04-12,1685.226318359375,1710.8818359375,1669.53466796875,1696.128662109375,1696.128662109375,831803
2020-04-13,1693.816650390625,1715.9306640625,1671.6058349609375,1705.8741455078125,1705.8741455078125,1185054
2020-04-14,1705.8741455078125,1782.232177734375,1699.7490234375,1779.06884765625,1779.06884765625,14503634
2020-04-15,1778.96435546875,1779.2545166015625,1700.2257080078125,1736.567626953125,1736.567626953125,9077382
2020-04-16,1695.0296630859375,1752.3333740234375,1691.404541015625,1734.8365478515625,1734.8365478515625,4349769
2020-04-17,1735.11865234375,1755.6788330078125,1702.1898193359375,1731.8062744140625,1731.8062744140625,1057173
2020-04-18,1731.8062744140625,1747.13232421875,1672.74365234375,1697.5467529296875,1697.5467529296875,828962
2020-04-19,1698.4583740234375,1733.3133544921875,1684.4158935546875,1709.9832763671875,1709.9832763671875,889936
2020-04-20,1710.1328125,1726.2357177734375,1688.9254150390625,1724.00732421875,1724.00732421875,1430244
2020-04-21,1723.539794921875,1730.0977783203125,1696.688232421875,1721.205322265625,1721.205322265625,929361
2020-04-22,1719.1595458984375,3487.684814453125,1702.8974609375,1707.2684326171875,1707.2684326171875,1095058
2020-04-23,1711.8829345703125,1737.625,1693.947998046875,1722.895263671875,1722.895263671875,874922
2020-04-24,1722.9691162109375,1746.1788330078125,1714.5443115234375,1740.2562255859375,1740.2562255859375,482333
2020-04-25,1740.2928466796875,1750.374755859375,1725.614013671875,1747.7781982421875,1747.7781982421875,412097
2020-04-26,1747.6851806640625,1753.9453125,1728.6715087890625,1739.625732421875,1739.625732421875,238163
2020-04-27,1740.137939453125,1756.6162109375,1719.56298828125,1722.4619140625,1722.4619140625,720488
2020-04-28,1721.116455078125,1746.7169189453125,1700.676513671875,1726.5076904296875,1726.5076904296875,296407
2020-04-29,1726.32421875,1762.278564453125,1696.1416015625,1739.4959716796875,1739.4959716796875,614225
2020-04-30,1740.7545166015625,1763.939453125,1676.767578125,1697.923095703125,1697.923095703125,622724
2020-05-01,1697.923095703125,1741.49365234375,1674.786865234375,1741.49365234375,1741.49365234375,330311
2020-05-02,1706.9169921875,1742.811279296875,1694.3238525390625,1719.19873046875,1719.19873046875,225353
2020-05-03,1720.0902099609375,1727.1695556640625,1698.8489990234375,1706.999267578125,1706.999267578125,129870
2020-05-04,1707.3118896484375,1734.8814697265625,1683.3631591796875,1716.0224609375,1716.0224609375,335002
2020-05-05,1715.77685546875,1718.328857421875,1689.899169921875,1696.5908203125,1696.5908203125,323146
2020-05-06,1696.530029296875,1717.522705078125,1680.2481689453125,1696.015625,1696.015625,357948
2020-05-07,1696.015625,1727.8033447265625,1670.13037109375,1706.03271484375,1706.03271484375,273577
2020-05-08,1706.03271484375,1739.7545166015625,1705.6873779296875,1730.7042236328125,1730.7042236328125,201003
2020-05-09,1730.5391845703125,1733.928466796875,1692.86083984375,1712.854248046875,1712.854248046875,392583
2020-05-10,1712.722900390625,1753.2498779296875,1662.60693359375,1714.517333984375,1714.517333984375,408113
2020-05-11,1714.939453125,1726.208251953125,1656.4989013671875,1699.5562744140625,1699.5562744140625,376998
2020-05-12,1700.1016845703125,1720.9984130859375,1691.8251953125,1705.512451171875,1705.512451171875,195491
2020-05-13,1700.352294921875,1724.8653564453125,1683.47216796875,1717.1756591796875,1717.1756591796875,268433
2020-05-14,1717.1756591796875,1772.6463623046875,1714.4327392578125,1732.39306640625,1732.39306640625,476096
2020-05-15,1733.1182861328125,1760.220458984375,1717.4903564453125,1735.5140380859375,1735.5140380859375,699457
2020-05-16,1737.485107421875,1764.750732421875,1736.1015625,1753.4154052734375,1753.4154052734375,336213
2020-05-17,1755.223388671875,1768.3775634765625,1728.21240234375,1764.3348388671875,1764.3348388671875,397893
2020-05-18,1753.50146484375,1775.7703857421875,1732.6971435546875,1743.7989501953125,1743.7989501953125,994764
2020-05-19,1744.413330078125,1770.0140380859375,1734.4954833984375,1764.936767578125,1764.936767578125,813986
2020-05-20,1767.069580078125,1790.1224365234375,1748.3359375,1776.000732421875,1776.000732421875,1297691
2020-05-21,1776.874755859375,1782.2843017578125,1725.3302001953125,1748.4761962890625,1748.4761962890625,1164231
2020-05-22,1748.4481201171875,1764.1839599609375,1732.7623291015625,1745.8372802734375,1745.8372802734375,789448
2020-05-23,1753.26611328125,1767.759765625,1732.8974609375,1742.186279296875,1742.186279296875,431771
2020-05-24,1744.72802734375,1757.495361328125,1718.70703125,1734.583984375,1734.583984375,716278
2020-05-25,1732.7559814453125,1735.4010009765625,1712.1072998046875,1727.1448974609375,1727.1448974609375,525875
2020-05-26,1726.2105712890625,2359.139404296875,1712.642578125,1719.2867431640625,1719.2867431640625,346108
2020-05-27,1719.2867431640625,1735.5992431640625,1701.212890625,1712.9774169921875,1712.9774169921875,647946
2020-05-28,1710.025634765625,1757.2030029296875,1708.0626220703125,1737.7484130859375,1737.7484130859375,653379
2020-05-29,1734.6004638671875,1762.53125,1724.536865234375,1746.740234375,1746.740234375,395937
2020-05-30,1751.5184326171875,1760.6107177734375,1727.9091796875,1738.2021484375,1738.2021484375,463086
2020-05-31,1738.140380859375,1756.303466796875,1724.9033203125,1749.81005859375,1749.81005859375,357727
2020-06-01,1750.2169189453125,1768.2950439453125,1707.6708984375,1735.5780029296875,1735.5780029296875,425080
2020-06-02,1735.31396484375,1766.212158203125,1725.1807861328125,1726.568603515625,1726.568603515625,747023
2020-06-03,1726.568603515625,1763.9739990234375,1692.5863037109375,1701.7254638671875,1701.7254638671875,583592
2020-06-04,1704.9736328125,1728.4781494140625,1694.5091552734375,1719.58935546875,1719.58935546875,564795
2020-06-05,1719.58935546875,1730.5723876953125,1679.9794921875,1703.3934326171875,1703.3934326171875,634664
2020-06-06,1695.3726806640625,1707.64208984375,1674.59326171875,1689.4002685546875,1689.4002685546875,295244
2020-06-07,1689.4002685546875,1710.111572265625,1673.3172607421875,1687.1864013671875,1687.1864013671875,323120
2020-06-08,1687.5262451171875,1717.4364013671875,1676.110595703125,1697.6798095703125,1697.6798095703125,381917
2020-06-09,1697.5361328125,1726.599853515625,1686.8798828125,1717.2918701171875,1717.2918701171875,393780
2020-06-10,1714.1143798828125,1744.016357421875,1697.9908447265625,1733.497802734375,1733.497802734375,637758
2020-06-11,1735.5460205078125,1740.835693359375,1685.314208984375,1722.0684814453125,1722.0684814453125,1292479
2020-06-12,1723.007568359375,1737.6888427734375,1685.1580810546875,1704.48486328125,1704.48486328125,1214277
2020-06-13,1704.5413818359375,1737.2821044921875,1700.26611328125,1711.33349609375,1711.33349609375,675882
2020-06-14,1711.4217529296875,1719.0880126953125,1703.1116943359375,1715.3995361328125,1715.3995361328125,1096994
2020-06-15,1715.3961181640625,1800.1092529296875,1696.7591552734375,1787.9598388671875,1787.9598388671875,1046458
2020-06-16,1787.7811279296875,1801.8760986328125,1722.754638671875,1793.9517822265625,1793.9517822265625,813784
