Date,Open,High,Low,Close,Adj Close,Volume
2021-08-27,0.0,252.09390258789062,0.0,84.07923126220703,84.07923126220703,81917070
2021-08-28,84.3028564453125,102.47671508789062,76.9386978149414,93.97178649902344,93.97178649902344,32122844
2021-08-29,93.95298767089844,174.06350708007812,86.49745178222656,162.90826416015625,162.90826416015625,62038902
2021-08-30,162.98504638671875,187.2897186279297,121.3626937866211,158.81057739257812,158.81057739257812,54962098
2021-08-31,160.39010620117188,186.5298309326172,141.73097229003906,160.6332244873047,160.6332244873047,40218646
2021-09-01,160.64675903320312,161.42282104492188,124.88816833496094,139.16873168945312,139.16873168945312,26290191
2021-09-02,138.61334228515625,170.55911254882812,133.69793701171875,166.5695343017578,166.5695343017578,20856075
2021-09-03,163.3966064453125,168.59304809570312,136.09140014648438,142.97906494140625,142.97906494140625,24888471
2021-09-04,143.385009765625,145.4014434814453,133.10317993164062,137.40748596191406,137.40748596191406,10329584
2021-09-05,137.69305419921875,146.07379150390625,133.23068237304688,139.337158203125,139.337158203125,8598627
2021-09-06,139.63055419921875,168.13055419921875,137.7489776611328,166.96363830566406,166.96363830566406,21787637
2021-09-07,166.6501007080078,205.9251708984375,151.50006103515625,175.36245727539062,175.36245727539062,50862860
2021-09-08,174.8096160888672,231.6841278076172,174.7671356201172,220.1659698486328,220.1659698486328,49942710
2021-09-09,224.97767639160156,345.40582275390625,216.15391540527344,299.7655944824219,299.7655944824219,90099639
2021-09-10,301.0650329589844,437.3952941894531,270.52484130859375,407.070068359375,407.070068359375,128920611
2021-09-11,407.343017578125,495.234375,395.6238708496094,447.6209411621094,447.6209411621094,105630827
2021-09-12,448.626220703125,475.9575500488281,369.6808166503906,427.98394775390625,427.98394775390625,70843275
2021-09-13,427.75921630859375,435.1000061035156,338.287109375,400.3648376464844,400.3648376464844,63300236
2021-09-14,400.4733581542969,463.24945068359375,389.3154602050781,458.5814208984375,458.5814208984375,49433796
2021-09-15,459.0183410644531,464.18475341796875,401.6282653808594,407.7713317871094,407.7713317871094,38497707
2021-09-16,409.380126953125,415.662841796875,367.54376220703125,399.34747314453125,399.34747314453125,34920867
2021-09-17,398.7490234375,400.2446594238281,346.5565490722656,373.0557861328125,373.0557861328125,26763389
2021-09-18,372.9213562011719,412.6408386230469,360.8949890136719,394.472412109375,394.472412109375,25908681
2021-09-19,395.4380798339844,399.0321044921875,374.0716552734375,382.9023132324219,382.9023132324219,17664948
2021-09-20,383.1439514160156,387.65960693359375,291.32391357421875,305.576416015625,305.576416015625,54181100
2021-09-21,302.5276184082031,353.10589599609375,281.82830810546875,295.48516845703125,295.48516845703125,36148877
2021-09-22,296.02606201171875,338.07965087890625,290.0450744628906,335.3985595703125,335.3985595703125,27111208
2021-09-23,335.44329833984375,345.3795471191406,309.50579833984375,318.43792724609375,318.43792724609375,20932703
2021-09-24,318.3407897949219,327.80316162109375,281.3470458984375,323.9190979003906,323.9190979003906,23867689
2021-09-25,324.316162109375,324.316162109375,292.3221740722656,302.2132263183594,302.2132263183594,15146852
2021-09-26,303.1571350097656,320.90875244140625,258.51837158203125,302.296142578125,302.296142578125,27865346
2021-09-27,302.3724060058594,370.6997985839844,298.0046691894531,339.3789978027344,339.3789978027344,39358330
2021-09-28,338.8836975097656,343.1107482910156,298.4884338378906,301.0812072753906,301.0812072753906,37325498
2021-09-29,301.68121337890625,326.6888732910156,285.4908142089844,298.03778076171875,298.03778076171875,31310171
2021-09-30,298.0338439941406,321.59521484375,295.65106201171875,302.2295227050781,302.2295227050781,29992329
2021-10-01,302.23175048828125,331.3712463378906,293.17950439453125,328.9284973144531,328.9284973144531,21711881
2021-10-02,328.8495788574219,361.0431213378906,322.3307189941406,346.52581787109375,346.52581787109375,29854691
2021-10-03,347.09716796875,370.1801452636719,345.0401611328125,354.2307434082031,354.2307434082031,26961807
2021-10-04,353.5453186035156,354.5296630859375,324.9986572265625,327.7063903808594,327.7063903808594,22113012
2021-10-05,327.5567932128906,331.70819091796875,287.59912109375,312.6628723144531,312.6628723144531,31439361
2021-10-06,312.5246276855469,319.14111328125,292.7810363769531,306.3080139160156,306.3080139160156,28117299
