Date,Open,High,Low,Close,Adj Close,Volume
2021-02-24,383.3727722167969,477.59710693359375,344.4842834472656,462.2792053222656,462.2792053222656,1182153
2021-02-25,462.4940185546875,652.8935546875,403.6547546386719,497.24896240234375,497.24896240234375,1604723
2021-02-26,496.8782958984375,506.48260498046875,265.77056884765625,331.465087890625,331.465087890625,1022818
2021-02-27,331.4583740234375,645.00439453125,330.7501525878906,535.453857421875,535.453857421875,1754279
2021-02-28,535.4086303710938,584.8236694335938,391.6358642578125,510.3121032714844,510.3121032714844,1519539
2021-03-01,510.8954162597656,576.1549682617188,429.5223388671875,565.5481567382812,565.5481567382812,1718460
2021-03-02,565.4994506835938,611.0897216796875,446.53033447265625,561.11962890625,561.11962890625,1813468
2021-03-03,561.1403198242188,608.7899780273438,548.001708984375,568.9922485351562,568.9922485351562,1712528
2021-03-04,568.87353515625,574.0167846679688,346.5723571777344,419.39874267578125,419.39874267578125,1212416
2021-03-05,419.5430603027344,436.04443359375,360.8424072265625,374.2021484375,374.2021484375,1150457
2021-03-06,374.2218322753906,377.6791687011719,223.2486114501953,272.7860412597656,272.7860412597656,4338563
2021-03-07,272.72198486328125,321.23724365234375,218.22677612304688,218.57003784179688,218.57003784179688,2381415
2021-03-08,218.56982421875,253.56695556640625,185.026611328125,228.20736694335938,228.20736694335938,2260274
2021-03-09,228.20401000976562,273.5151672363281,222.44781494140625,261.59893798828125,261.59893798828125,2450829
2021-03-10,261.619873046875,290.8533020019531,243.9004364013672,285.5191345214844,285.5191345214844,1878348
2021-03-11,285.5459899902344,301.6024475097656,222.13763427734375,260.5750427246094,260.5750427246094,2163536
2021-03-12,260.6850891113281,284.6263122558594,231.71824645996094,247.9180450439453,247.9180450439453,1517952
2021-03-13,247.83062744140625,281.21484375,235.53404235839844,266.62432861328125,266.62432861328125,1280403
2021-03-14,266.631103515625,281.5517272949219,245.26968383789062,254.3408203125,254.3408203125,1048472
2021-03-15,254.244384765625,260.6105651855469,232.27542114257812,234.578125,234.578125,1107351
2021-03-16,234.5714111328125,236.2854766845703,206.2564239501953,221.15243530273438,221.15243530273438,1346544
2021-03-17,221.1309814453125,237.9374542236328,196.1295623779297,204.2882843017578,204.2882843017578,872761
2021-03-18,204.36599731445312,252.3455352783203,193.1672821044922,212.8353729248047,212.8353729248047,740485
2021-03-19,212.8423309326172,231.7980194091797,186.41912841796875,195.62705993652344,195.62705993652344,797186
