Date,Open,High,Low,Close,Adj Close,Volume
2018-10-06,1.0293200016021729,1.0293200016021729,0.9899070262908936,0.9953770041465759,0.9953770041465759,280720
2018-10-07,0.997530996799469,1.0058000087738037,0.9905350208282471,1.001039981842041,1.001039981842041,75349
2018-10-08,0.9999920129776001,1.0059599876403809,0.9931750297546387,1.000440001487732,1.000440001487732,83887
2018-10-09,1.0008100271224976,1.0215400457382202,0.9910770058631897,1.0006599426269531,1.0006599426269531,71707
2018-10-10,0.9946500062942505,1.0087800025939941,0.9929959774017334,1.000540018081665,1.000540018081665,50836
2018-10-11,0.9993849992752075,1.028249979019165,0.9909290075302124,0.9970639944076538,0.9970639944076538,158297
2018-10-12,1.001270055770874,1.0133099555969238,0.9856359958648682,1.0049999952316284,1.0049999952316284,408806
2018-10-13,1.0050599575042725,1.01173996925354,1.0019999742507935,1.0080699920654297,1.0080699920654297,30107
2018-10-14,1.006600022315979,1.0194799900054932,1.0036300420761108,1.0140399932861328,1.0140399932861328,29209
2018-10-15,1.015239953994751,1.1452399492263794,0.9597970247268677,1.028439998626709,1.028439998626709,512946
2018-10-16,1.0277600288391113,1.1911300420761108,1.0133299827575684,1.0205299854278564,1.0205299854278564,2052790
2018-10-17,1.0228300094604492,1.0348000526428223,1.0087599754333496,1.0163400173187256,1.0163400173187256,12545900
2018-10-18,1.0207300186157227,1.0257099866867065,1.0041300058364868,1.013319969177246,1.013319969177246,4024270
2018-10-19,1.0137699842453003,1.0904099941253662,1.0077400207519531,1.009310007095337,1.009310007095337,452735
2018-10-20,1.0096900463104248,1.0175199508666992,1.0059200525283813,1.011579990386963,1.011579990386963,982545
2018-10-21,1.0111299753189087,1.0370700359344482,1.0074399709701538,1.0121300220489502,1.0121300220489502,874604
2018-10-22,1.0112199783325195,1.0321500301361084,0.9951649904251099,1.0026500225067139,1.0026500225067139,2035450
2018-10-23,1.0025500059127808,1.0162400007247925,1.002310037612915,1.011780023574829,1.011780023574829,3903410
2018-10-24,1.0118800401687622,1.016029953956604,1.006019949913025,1.0096700191497803,1.0096700191497803,2477350
2018-10-25,1.0091899633407593,1.0156300067901611,1.0059399604797363,1.0126299858093262,1.0126299858093262,1757160
2018-10-26,1.0111600160598755,1.0199600458145142,1.0074100494384766,1.0117900371551514,1.0117900371551514,2432660
2018-10-27,1.0120199918746948,1.0185400247573853,1.0097299814224243,1.012470006942749,1.012470006942749,1787840
2018-10-28,1.0133299827575684,1.0255099534988403,1.0102299451828003,1.0194499492645264,1.0194499492645264,3149280
2018-10-29,1.0191099643707275,1.033619999885559,0.9867380261421204,1.0111700296401978,1.0111700296401978,5186730
2018-10-30,1.010830044746399,1.0171400308609009,1.000499963760376,1.0034199953079224,1.0034199953079224,1779430
2018-10-31,1.0048999786376953,1.0075199604034424,0.9947850108146667,0.9947850108146667,0.9947850108146667,5633990
2018-11-01,1.000349998474121,1.0678399801254272,0.9961519837379456,1.0059499740600586,1.0059499740600586,6389860
2018-11-02,1.006019949913025,1.0064799785614014,0.9972149729728699,1.0024499893188477,1.0024499893188477,7004320
2018-11-03,1.0025800466537476,1.0032800436019897,1.0006999969482422,1.0024499893188477,1.0024499893188477,3754370
2018-11-04,1.0022300481796265,1.0079699754714966,0.9815660119056702,0.9876589775085449,0.9876589775085449,2705160
2018-11-05,0.9827179908752441,1.0090999603271484,0.9777060151100159,0.9994990229606628,0.9994990229606628,2248250
2018-11-06,1.0004500150680542,1.0072200298309326,0.9970660209655762,1.0049699544906616,1.0049699544906616,4434370
2018-11-07,1.003250002861023,1.0087000131607056,0.9932339787483215,1.00068998336792,1.00068998336792,6176500
2018-11-08,0.9998390078544617,1.006500005722046,0.994629979133606,0.998869001865387,0.998869001865387,11678800
2018-11-09,0.9993450045585632,1.0077300071716309,0.9934509992599487,1.003999948501587,1.003999948501587,2118810
2018-11-10,1.0032600164413452,1.0146100521087646,0.99822598695755,1.0083500146865845,1.0083500146865845,2336780
2018-11-11,1.0091500282287598,1.0177299976348877,0.9963430166244507,1.0129799842834473,1.0129799842834473,3175490
2018-11-12,1.0136799812316895,1.0201499462127686,1.0009599924087524,1.005329966545105,1.005329966545105,2707310
2018-11-13,1.0036900043487549,1.0122400522232056,1.000730037689209,1.0113400220870972,1.0113400220870972,2094580
2018-11-14,1.0106600522994995,1.1808700561523438,1.0010700225830078,1.0125399827957153,1.0125399827957153,2902070
2018-11-15,1.011780023574829,1.0289299488067627,0.9959980249404907,1.0190000534057617,1.0190000534057617,3293580
2018-11-16,1.0182600021362305,1.0222599506378174,1.0030800104141235,1.0079200267791748,1.0079200267791748,6484180
2018-11-17,1.0072799921035767,1.0130399465560913,1.0009499788284302,1.0072400569915771,1.0072400569915771,7042920
2018-11-18,1.009369969367981,1.0170400142669678,1.0021899938583374,1.0130599737167358,1.0130599737167358,4037410
2018-11-19,1.0091300010681152,1.0138399600982666,0.9865279793739319,1.0071500539779663,1.0071500539779663,7337050
2018-11-20,1.0083999633789062,1.0229099988937378,0.9890620112419128,1.0098700523376465,1.0098700523376465,11847300
2018-11-21,1.0153199434280396,1.0402699708938599,0.983394980430603,1.0223699808120728,1.0223699808120728,13454200
2018-11-22,1.0209399461746216,1.029960036277771,0.9906269907951355,0.9990540146827698,0.9990540146827698,3557520
2018-11-23,1.0014899969100952,1.0240700244903564,0.9874039888381958,1.004390001296997,1.004390001296997,7646740
2018-11-24,1.0064400434494019,1.020359992980957,0.9562609791755676,0.9939529895782471,0.9939529895782471,3701220
2018-11-25,0.9927899837493896,1.0313199758529663,0.9707340002059937,0.9913380146026611,0.9913380146026611,10316700
2018-11-26,0.9918109774589539,1.019029974937439,0.9660720229148865,0.9974370002746582,0.9974370002746582,3950910
2018-11-27,0.9837030172348022,1.0198400020599365,0.9706680178642273,0.9869790077209473,0.9869790077209473,10786300
2018-11-28,0.9891499876976013,1.0534800291061401,0.9818480014801025,0.993395984172821,0.993395984172821,17610500
2018-11-29,1.0167009830474854,1.0427290201187134,0.9805390238761902,1.0239540338516235,1.0239540338516235,15564131
2018-11-30,1.0274120569229126,1.0300259590148926,0.9825839996337891,1.0147900581359863,1.0147900581359863,16950658
2018-12-01,1.0170279741287231,1.02749502658844,0.9978359937667847,1.014251947402954,1.014251947402954,12009910
2018-12-02,1.0123590230941772,1.033722996711731,1.003298044204712,1.0145169496536255,1.0145169496536255,1387434
2018-12-03,1.0134249925613403,1.0197800397872925,0.9985949993133545,1.0013829469680786,1.0013829469680786,1473200
2018-12-04,1.0028389692306519,1.0170270204544067,0.9995480179786682,1.0130289793014526,1.0130289793014526,1466691
2018-12-05,1.0133579969406128,1.0139119625091553,0.9958909749984741,0.999646008014679,0.999646008014679,1581109
2018-12-06,0.997189998626709,1.007675051689148,0.9845830202102661,0.9848560094833374,0.9848560094833374,1401547
2018-12-07,0.9840589761734009,1.032623052597046,0.9791799783706665,1.0263049602508545,1.0263049602508545,1770460
2018-12-08,1.0245749950408936,1.026427984237671,1.0123460292816162,1.021854043006897,1.021854043006897,2217177
2018-12-09,1.0207600593566895,1.031999945640564,1.0197019577026367,1.0261319875717163,1.0261319875717163,2290544
2018-12-10,1.0259480476379395,1.0292439460754395,1.0192179679870605,1.0240139961242676,1.0240139961242676,1996139
2018-12-11,1.0212260484695435,1.0290379524230957,1.0056869983673096,1.0088690519332886,1.0088690519332886,1892202
2018-12-12,1.0097379684448242,1.0173239707946777,1.007962942123413,1.0107029676437378,1.0107029676437378,1725511
2018-12-13,1.0098780393600464,1.0107049942016602,0.996944010257721,1.0016080141067505,1.0016080141067505,1532046
2018-12-14,1.0021439790725708,1.006587028503418,0.9743160009384155,0.9850370287895203,0.9850370287895203,18150803
2018-12-15,0.98580402135849,0.9951030015945435,0.9706889986991882,0.9849079847335815,0.9849079847335815,18608029
2018-12-16,0.9847589731216431,1.0136280059814453,0.9838879704475403,0.9968019723892212,0.9968019723892212,30732981
2018-12-17,0.998075008392334,1.0961110591888428,0.9964550137519836,1.0791510343551636,1.0791510343551636,29559287
2018-12-18,1.0793629884719849,1.1271770000457764,0.9957910180091858,1.1271770000457764,1.1271770000457764,35859122
2018-12-19,1.1306530237197876,1.1525739431381226,1.006538987159729,1.0188820362091064,1.0188820362091064,38793127
2018-12-20,1.0164209604263306,1.1239019632339478,1.0060149431228638,1.015421986579895,1.015421986579895,35741018
2018-12-21,1.0133700370788574,1.0239919424057007,0.9990609884262085,1.0060750246047974,1.0060750246047974,38171374
2018-12-22,1.0049829483032227,1.0186129808425903,1.0031089782714844,1.0132249593734741,1.0132249593734741,18879709
2018-12-23,1.0124000310897827,1.023725986480713,1.0016160011291504,1.0104620456695557,1.0104620456695557,28709170
2018-12-24,1.0111980438232422,1.0399659872055054,0.9950820207595825,1.0045909881591797,1.0045909881591797,35199801
2018-12-25,1.0058029890060425,1.021841049194336,0.9921860098838806,1.0115070343017578,1.0115070343017578,31831491
2018-12-26,1.0133219957351685,1.0255650281906128,1.0006120204925537,1.0079809427261353,1.0079809427261353,20431776
2018-12-27,1.009202003479004,1.0120110511779785,0.9919679760932922,1.002403974533081,1.002403974533081,23070564
2018-12-28,1.0033400058746338,1.0206910371780396,0.9992039799690247,1.0141420364379883,1.0141420364379883,16150990
2018-12-29,1.0165460109710693,1.0361039638519287,1.006898045539856,1.006898045539856,1.006898045539856,45384295
2018-12-30,1.0062710046768188,1.0159430503845215,1.0046449899673462,1.0082900524139404,1.0082900524139404,25242396
2018-12-31,1.008344054222107,1.0109339952468872,0.9959049820899963,1.0017750263214111,1.0017750263214111,19548793
