Date,Open,High,Low,Close,Adj Close,Volume
2020-04-14,1.00177001953125,1.0065569877624512,0.990451991558075,0.9974250197410583,0.9974250197410583,55498
2020-04-15,0.9961280226707458,1.0083359479904175,0.9893519878387451,1.0019550323486328,1.0019550323486328,52675
2020-04-16,1.001268982887268,1.0105839967727661,0.9813060164451599,1.003767967224121,1.003767967224121,63756
2020-04-17,1.0033279657363892,1.0097099542617798,0.9955289959907532,1.005789041519165,1.005789041519165,46292
2020-04-18,1.005789041519165,1.0097160339355469,0.9942290186882019,0.9999499917030334,0.9999499917030334,51901
2020-04-19,0.9997990131378174,1.0202820301055908,0.9983959794044495,1.0084500312805176,1.0084500312805176,35936
2020-04-20,1.0083099603652954,1.018720030784607,0.9986600279808044,1.005247950553894,1.005247950553894,50448
2020-04-21,1.0070010423660278,1.0236799716949463,0.9973940253257751,1.0058059692382812,1.0058059692382812,40735
2020-04-22,1.0061630010604858,1.00872802734375,0.9944980144500732,0.9998279809951782,0.9998279809951782,39137
2020-04-23,0.9997850060462952,1.067747950553894,0.9800519943237305,0.9835739731788635,0.9835739731788635,23169
2020-04-24,0.9837669730186462,1.012537956237793,0.9827039837837219,1.0069390535354614,1.0069390535354614,69704
2020-04-25,1.006922960281372,1.0159380435943604,0.9935190081596375,1.0064599514007568,1.0064599514007568,40880
2020-04-26,1.006438970565796,1.0137979984283447,0.9846559762954712,0.998121976852417,0.998121976852417,44834
2020-04-27,0.9992650151252747,1.0107580423355103,0.9874939918518066,1.0026320219039917,1.0026320219039917,60610
2020-04-28,1.0025169849395752,1.0108580589294434,0.9946669936180115,1.0069390535354614,1.0069390535354614,48009
2020-04-29,1.0064829587936401,1.0113129615783691,0.9866729974746704,1.0057610273361206,1.0057610273361206,138731
2020-04-30,1.0055689811706543,1.0195159912109375,0.9911280274391174,1.0039410591125488,1.0039410591125488,101282
2020-05-01,1.0039410591125488,1.0098119974136353,0.9921500086784363,1.0063380002975464,1.0063380002975464,92809
2020-05-02,1.0057109594345093,1.0144070386886597,0.992169976234436,1.001816987991333,1.001816987991333,67988
2020-05-03,1.001870036125183,1.0134210586547852,0.9618909955024719,0.9759150147438049,0.9759150147438049,88201
2020-05-04,0.9759169816970825,0.9968609809875488,0.9325979948043823,0.9668750166893005,0.9668750166893005,92067
2020-05-05,0.9671270251274109,0.9939060211181641,0.9338780045509338,0.9844509959220886,0.9844509959220886,83669
2020-05-06,0.9843339920043945,0.9974129796028137,0.9599189758300781,0.9752259850502014,0.9752259850502014,75302
2020-05-07,0.9752259850502014,1.0007389783859253,0.9397919774055481,0.9934819936752319,0.9934819936752319,92879
2020-05-08,0.9934819936752319,1.0048120021820068,0.974265992641449,0.9916229844093323,0.9916229844093323,86844
2020-05-09,0.9974600076675415,1.0046069622039795,0.9724940061569214,0.9988340139389038,0.9988340139389038,69231
2020-05-10,0.9969480037689209,1.0614240169525146,0.9622460007667542,0.9953709840774536,0.9953709840774536,106145
2020-05-11,0.9956499934196472,1.0107619762420654,0.9548630118370056,0.9915739893913269,0.9915739893913269,81513
2020-05-12,0.9966570138931274,1.0044389963150024,0.9801419973373413,0.9900659918785095,0.9900659918785095,78785
2020-05-13,0.9898239970207214,1.0031689405441284,0.9795020222663879,0.994271993637085,0.994271993637085,59594
2020-05-14,0.994271993637085,1.0069760084152222,0.9776909947395325,1.0000449419021606,1.0000449419021606,105607
2020-05-15,1.0002069473266602,1.0158840417861938,0.9694920182228088,1.0008100271224976,1.0008100271224976,89018
2020-05-16,0.9992300271987915,1.0073150396347046,0.9802349805831909,1.0005769729614258,1.0005769729614258,53395
2020-05-17,0.9991589784622192,1.0063060522079468,0.9909639954566956,0.9988830089569092,0.9988830089569092,54495
2020-05-18,0.999127984046936,1.0137189626693726,0.992268979549408,0.9966400265693665,0.9966400265693665,83902
2020-05-19,0.9964280128479004,1.007552981376648,0.9880689978599548,0.9962120056152344,0.9962120056152344,93664
2020-05-20,0.9981319904327393,1.0153930187225342,0.9866170287132263,1.0004769563674927,1.0004769563674927,104783
2020-05-21,1.0003130435943604,1.0166269540786743,0.9757450222969055,1.003005027770996,1.003005027770996,85731
2020-05-22,1.0022330284118652,1.0072319507598877,0.9881370067596436,1.001289963722229,1.001289963722229,64771
