Date,Open,High,Low,Close,Adj Close,Volume
2021-02-24,19.00594139099121,97.91962432861328,12.757414817810059,30.220516204833984,30.220516204833984,88729978
2021-02-25,30.260650634765625,31.352928161621094,13.733795166015625,14.282992362976074,14.282992362976074,201043507
2021-02-26,14.476325035095215,18.93027687072754,12.624602317810059,16.12998390197754,16.12998390197754,116231463
2021-02-27,16.11551284790039,17.194284439086914,9.944753646850586,10.33423900604248,10.33423900604248,121199023
2021-02-28,10.400567054748535,10.482524871826172,7.303617000579834,8.508566856384277,8.508566856384277,60229150
2021-03-01,8.50784969329834,10.570192337036133,8.254630088806152,10.359515190124512,10.359515190124512,51861989
2021-03-02,10.301835060119629,10.780464172363281,8.737298965454102,8.876861572265625,8.876861572265625,35690721
2021-03-03,8.898866653442383,14.736481666564941,8.731782913208008,13.47266960144043,13.47266960144043,112754639
2021-03-04,13.511836051940918,18.695993423461914,12.733636856079102,17.92555809020996,17.92555809020996,134172488
2021-03-05,17.891742706298828,20.734682083129883,15.219199180603027,19.1247501373291,19.1247501373291,173116945
2021-03-06,18.97578239440918,19.96721076965332,16.95267105102539,17.979053497314453,17.979053497314453,107301293
2021-03-07,18.005718231201172,18.72769546508789,15.004273414611816,15.825343132019043,15.825343132019043,72400079
2021-03-08,15.820799827575684,16.57444953918457,13.552143096923828,15.505023002624512,15.505023002624512,87415502
2021-03-09,15.500594139099121,15.500594139099121,14.01497745513916,14.299939155578613,14.299939155578613,50967901
2021-03-10,14.332242012023926,15.538692474365234,13.31468677520752,13.870611190795898,13.870611190795898,45912038
2021-03-11,13.857850074768066,14.119131088256836,12.821771621704102,13.21133041381836,13.21133041381836,34602123
2021-03-12,13.201972007751465,13.665284156799316,11.9118070602417,12.111701965332031,12.111701965332031,44231570
2021-03-13,12.140580177307129,14.35305118560791,12.053984642028809,13.19258975982666,13.19258975982666,48656800
2021-03-14,13.192961692810059,14.51134204864502,12.701992988586426,14.19638442993164,14.19638442993164,39761633
2021-03-15,14.185382843017578,17.42628288269043,14.185382843017578,15.827857971191406,15.827857971191406,117413779
2021-03-16,15.824146270751953,16.46954345703125,14.67695426940918,15.908796310424805,15.908796310424805,58155248
2021-03-17,15.906966209411621,16.43533706665039,13.545600891113281,13.974502563476562,13.974502563476562,46830809
2021-03-18,13.935922622680664,15.169987678527832,13.758907318115234,14.320945739746094,14.320945739746094,37995272
2021-03-19,14.31260871887207,14.687836647033691,14.023037910461426,14.158604621887207,14.158604621887207,20642141
2021-03-20,14.139710426330566,15.01812744140625,13.844998359680176,14.280630111694336,14.280630111694336,25165965
2021-03-21,14.256671905517578,14.383472442626953,13.179278373718262,13.427653312683105,13.427653312683105,22386313
